rms_acc,kurtosis,shock_density,psd_low_freq,psd_high_freq,avg_speed,RLSI,road_type
1.4359823921962962,8.748063206770833,18,1.5164173688766425,1.5801534831250523,96.00164719298658,11.919218422363894,Rural
3.337357211152723,8.229364409186502,24,0.9514242842574578,3.106973059742188,83.30545866267308,9.147970883084119,Broken Road
2.615580007977637,2.333346855483664,4,0.7826377772637828,5.462305897282121,58.65993648815552,9.564862488215855,Off-road
2.175572997850221,6.436221759140032,7,0.2607750705098092,4.732620318094764,22.06741175450037,7.47423836309981,Off-road
0.7148615134600405,6.9425430442161415,6,3.1891602628065723,2.975697188294765,14.477537981770027,11.83388737584621,Urban
0.7147819171094687,7.184696151659706,13,1.387733248893004,5.6776927327271896,10.178629541531624,7.751485344351932,Urban
0.39167592015505825,9.54224079995532,23,5.937647418099826,0.43769649174917535,68.31995401961146,10.350988779516511,Highway
3.058381281057286,8.93683310744942,22,3.4891768596460144,5.592891856304246,81.71594426280934,11.360258825643278,Broken Road
2.183679538752589,9.90276620631478,2,0.9135230892004615,0.3979936150585587,53.324975314987505,11.17233030590662,Urban
2.5366395067269503,11.943482400047667,17,4.163698990787055,3.329097990276638,10.197846609195794,4.700701056643608,Broken Road
0.2679288311761481,12.568814603309216,15,5.396687042407379,5.353601593206406,55.86970458617713,1.1282122881082521,Urban
3.4007025121345813,11.335599990944427,22,4.496559022680724,1.650053567011687,93.89617984483229,2.2281096899631128,Broken Road
2.947060714641392,14.421808047414151,18,0.5509951801327413,2.8862661437764356,61.77325313858374,0.8988350036799682,Broken Road
0.9007190652383112,2.237023574792701,18,5.385716669036691,2.013540386908103,81.89561140396741,1.4436838309838524,Urban
0.8000223917834319,4.545113813886099,17,4.784183376573792,5.717649110750473,81.01450159721631,2.3788847015456325,Off-road
0.8052348825163316,2.0983173747158474,19,1.0339930106231248,4.959509009043236,93.55226447916202,4.224912935731341,Off-road
1.2039994017664744,10.41717128400984,15,0.40553674352361957,4.283108916825639,78.17173273673797,6.613767829585895,Rural
1.9316962243863847,13.67439713634983,7,3.3881323943544204,3.5669992210291417,76.03154883124351,8.597848300390014,Rural
1.625418561518982,5.165269855491891,27,1.020611286905864,4.941491557012474,27.239753172210854,2.688942566056841,Rural
1.1610561626535383,14.051449082351986,0,5.024086620312105,2.414375544988928,10.692889755502737,8.135764370010044,Urban
2.2191145525838523,2.783476073764291,16,2.2141744743628755,2.7405559451257653,54.17194918011173,8.510257079128552,Broken Road
0.6603297401517381,14.147668348471687,11,5.486065423945795,4.407010154377082,16.821249754941743,6.791743575021036,Urban
1.1640773401662199,6.571094934115248,29,3.437560215631934,2.210753103432914,96.40860824640917,10.862690863624785,Urban
1.4089940828691825,3.3184707698398146,20,1.177767067014042,0.4770155580854055,32.542852450137715,1.5097388042773658,Rural
1.7050309479162185,8.316332869422233,10,0.9236333174228206,0.5385741924278217,86.02969932150785,2.2900331997085503,Rural
2.791080672596945,5.338095380366603,4,3.501187381590748,0.7806405277036528,41.82433939423363,5.258244927795921,Urban
0.8589234811225872,5.703347725504997,26,4.595113309988419,5.231119807727611,35.703453736450854,1.6952102757640188,Urban
1.896973646764918,5.994769544041725,11,4.710883321678875,2.8861359119616057,93.84006437577901,6.882294495944232,Rural
2.15496807724474,12.439336671824625,16,1.7269686862035596,4.306005979133945,39.51564434819128,4.901125505991208,Broken Road
0.3532863619759925,9.009096596778308,5,1.3050558775817882,2.4181650800688703,42.07735132299796,3.558230375523838,Urban
2.2048980112747465,6.047000089028048,0,0.19886219650505624,1.6263945897522436,15.078719063226371,2.20587979360812,Urban
0.7627296081680621,9.934339183041939,4,4.107274992086899,2.1484337886170506,68.69243320183838,4.156991212508882,Highway
0.4146702568514224,11.309958764901516,24,0.5517527247578801,4.785675837371383,32.43974437536378,7.373920339821636,Urban
3.3313222729359997,5.544112009535938,27,2.5824910904189626,3.7887751376854855,60.632395944753185,6.994265488495057,Broken Road
3.386585709146046,7.37613831982957,13,3.6499247677079474,5.632074701751622,61.1784118850549,2.1307632024807592,Broken Road
2.867711248784322,3.584519213380318,4,5.628942775026094,4.11025819360332,73.32397108159786,1.6740537667394741,Urban
1.2052254382721233,4.354941543950844,21,1.9396326080390351,3.4640716273526944,75.79794118638192,0.5147857987846959,Rural
0.5223179762210668,10.854532101544777,23,1.5736557584344668,3.7001564530164237,53.87298126814625,0.34662200676840077,Urban
2.457968987490118,4.35869852004315,26,3.959544910287981,5.659991492863647,36.444235022323284,10.581763141492285,Broken Road
1.6525032293406843,8.827123987671783,0,3.7535102891161323,4.750385486213566,84.55783500929972,0.7320485008636011,Rural
0.6027261749877701,11.217601402391624,29,2.059447721517935,0.24184330046198313,34.43723669380604,8.828409096504306,Urban
1.8340838033671916,3.38940000023167,17,5.575800829507741,3.251424207200614,53.213363974586485,10.489424135690493,Rural
0.3134821196802207,9.375058855175746,15,5.084687732188833,4.161196628124732,43.118995404354166,1.3570826130369995,Urban
3.2007573268599807,5.335316188117729,8,1.421497020603979,4.517321022791014,86.23244666712037,5.348356801229609,Off-road
1.0539739392800558,14.518049378088538,18,1.5109410180636869,1.3575385039522265,46.032260458853735,11.555175201456464,Urban
2.3863235383681407,8.286093407359022,21,3.122572046633776,5.216346391262978,41.67942293956101,10.042836194178305,Broken Road
1.2286465510950562,12.477903147077056,4,4.6640754002112494,5.739474568333466,70.53325082527556,5.97850757592269,Rural
1.9162244698867756,9.152945048031402,26,0.35983823839193996,1.496620304484732,62.23190543683706,9.198339130940324,Rural
2.004143921832823,2.564362927112649,1,4.190677407034769,5.3074311993517505,15.188449182105376,10.033855968293633,Off-road
0.8100197032342391,10.23096788272229,29,3.9245917945543725,0.6721746988449628,53.276036602676506,4.306718165626888,Urban
3.399629271623043,14.368243448686542,14,1.4657325658866307,0.4286703330799466,74.87044689165853,10.727404419065538,Broken Road
2.757938317091678,9.820953661902305,6,4.1199827781239575,0.8624204206062213,99.24710263617884,5.751585172190451,Urban
3.300346507161824,12.649455172548272,3,5.6470808283872875,0.4406723688555124,64.76894922718031,6.428126889994194,Urban
3.152930256411241,13.4946840235293,0,0.37603648533343426,5.085572199219078,40.177841311925185,11.996550126297606,Off-road
2.173069930076581,4.965037035336122,12,1.9859471262231692,0.4483958523038045,26.48440198120125,10.150975000595503,Hill
3.2421849755762855,4.756582918806947,19,2.6852426283314963,1.7028187290455676,87.91887224456542,4.468886068121165,Broken Road
0.49202525677133435,9.942752855062892,21,5.405636117655669,0.7121624268615527,82.38369515078276,0.3220780383778594,Highway
0.8467434459831791,7.343370107487162,6,5.777342534994024,1.8429900142512134,27.222667974041563,7.588854070767958,Urban
0.34925005340477566,12.918196937267364,14,2.7202799543283604,0.6343008588454309,24.06004856392448,8.506178428311673,Urban
1.2735900915187721,13.700300604174146,22,4.5251676316389275,4.041219179383783,72.93799379706168,7.87947174369188,Rural
1.4826350559752906,6.594477930935335,13,3.2368000402104498,0.8866282164211934,34.92044588228215,11.620775743725915,Rural
1.0954518048538564,5.079317266668267,22,3.272919314974122,5.125890962449438,34.10788584438599,10.383058122519301,Urban
2.934833780201367,12.146831698170203,18,1.7407871388915033,4.921427199287182,19.46757347142725,5.496213979531653,Broken Road
1.3772859780888445,5.572478462125769,21,1.3800418505968892,0.1806039442765956,30.07767437243384,0.9417183521740953,Rural
1.1270838819683564,12.693986140677818,28,1.799231540951843,5.384785497539176,45.61321797130171,5.817493480123564,Urban
1.9908970744222199,7.508597297433917,23,3.3823352428167683,0.27077146878586567,74.61964204087947,8.333079435551873,Rural
0.6650499424167167,10.678148690789117,19,0.2720155975303251,1.5139101312495842,36.94926896930623,7.370975737078655,Urban
2.847250036488331,3.2419590798506865,28,5.452768771702794,0.2910959128783709,36.217412250585056,6.550017398988442,Broken Road
0.4460171241432437,10.110171220795449,23,1.0220738863436798,2.0814765735319645,32.066758992481404,5.732063704579848,Urban
3.4567268907817073,7.872979823583979,17,1.3985231935411808,3.131812501708303,50.43694841354909,3.666390101723159,Broken Road
2.7484077386789694,9.625910021281165,9,3.157829441041114,4.800204727189315,22.160486304424953,3.4726917883506254,Off-road
0.8557617490627689,4.1841847006832245,8,4.289677121389948,2.0940911477720334,51.13491973305192,6.102731451324463,Urban
0.21822298650788793,11.579358684274368,24,0.6648014229919441,4.262391145571389,71.89667783849553,2.0951171278698584,Highway
2.8910227139009526,13.21636200806197,7,1.974398715528257,1.2062762970019842,7.830097883099107,4.220087998182659,Urban
2.5326292346971364,4.817617401180083,25,5.815180172888707,4.528530894790346,5.929041129047377,4.0229554415791755,Broken Road
2.6057236545352582,3.244289221762102,29,1.64782350400758,1.4923799748645017,12.136676464678377,7.128167058693571,Broken Road
2.745192144063621,2.307301618602373,28,1.9469958558725668,0.9469140600682308,55.88770586417065,0.98685114428369,Broken Road
0.4443473507224982,10.345629505762458,9,5.035341094646397,1.1939122172069205,86.17323290261332,9.990090427128122,Highway
1.3829369041960995,9.892222469154149,16,0.396265146973686,1.1741724604029469,5.464024271923934,6.836064888535946,Rural
0.582367896432928,9.107066365282911,1,2.8412176959729285,3.1258909883242483,93.9828239355447,8.115754833156037,Highway
3.0482413053894586,5.01531224950768,5,2.3397389102648547,5.084305729010062,15.0964585992009,8.496508064361308,Off-road
2.256883818530941,7.081777946771691,25,1.967861883461042,0.5696699542557833,84.9884351655315,3.639512814741931,Broken Road
1.2919634820137422,9.72819235742025,4,1.7856276048641109,4.271042279111193,50.87120267337994,5.750384495141425,Rural
0.409742555943878,8.457969165169203,27,0.6391072186764143,3.9606441119518605,67.63895179149017,11.483702279262072,Highway
1.2262416616616851,14.841211762793534,29,1.9574723931747282,5.247867715793238,53.51488352248233,9.247121808362415,Rural
